"ID","AMPI__GEOGRAPHIC_AREA__R.ID","AMPI__GEOGRAPHIC_AREA__R.AMPI__TYPE__C","AMPI__PROJECT__R.NAME","AMPI__PROJECT__R.ID","AMPI__PROJECT__R.PROGRAMME_LOCATION__C"
"a0Y7T000000ZpyFUAS","a0I1i000004MM8cEAG","Country","Equipement de la maternité du centre de santé communautaire de SOS Village","a0i7T000000HcYaQAK",""
"a0Y7T000000Zk7ZUAS","a0I1i000004MM9QEAW","Country","VUKISHA 95","a0i1i000006HXwZAAW",""
"a0Y1i000004PdNSEA0","a0I1i000004MNtjEAG","Programme Unit","Soma","a0i1i000002i5XwAAI",""
"a0Y1i000004PdNTEA0","a0I1i000004MNtjEAG","Programme Unit","FSP Soma","a0i1i000002i5ZEAAY",""
"a0Y1i00000PsMb2EAF","a0I1i000004MM9QEAW","Country","Technology to support personalised learning and teaching at the right level","a0i1i000006XuZuAAK",""
"a0Y1i00000PsMewEAF","a0I1i000004MM9VEAW","Country","Adventure therapy trips for youngsters","a0i1i000006XuhhAAC",""
"a0Y1i00000PsMf6EAF","a0I1i000004MOgNEAW","Programme Unit","Loving family for every child - 2022","a0i1i000006XuhcAAC",""
"a0Y7T000000ZpzDUAS","a0I1i000004MM8cEAG","Country","Projet d’Hygiène et d’Assainissement des Structures Educatives Communautaires (H","a0i7T000000HcYtQAK",""
"a0Y7T000000Zo0CUAS","a0I7T000001exnvUAA","Programme Unit","Reduce the number of children on the streets in Ethiopia","a0i1i000006Xk5TAAS",""
"a0Y7T000000Zo0MUAS","a0I7T000001exo0UAA","Programme Unit","Reduce the number of children on the streets in Ethiopia","a0i1i000006Xk5TAAS",""
"a0Y7T000000Zo0HUAS","a0I7T000001exnqUAA","Programme Unit","Reduce the number of children on the streets in Ethiopia","a0i1i000006Xk5TAAS",""
"a0Y7T000000aVwzUAE","a0I7T0000021KDxUAM","Programme Unit","Projet intégré d’appui à la résilience des populations vulnérables déplacées","a0i7T000000I3I4QAK",""
"a0Y7T000000ZpcEUAS","a0I1i00000GAt2FEAT","Programme Unit","Building strong families and communities for ensuring the rights of children-BO","a0i1i000002iABlAAM",""
"a0Y7T000000Zo0gUAC","a0I1i000004MM9TEAW","Country","GAP: Gender (Attack) equality and emPowering of women","a0i7T000000HW5zQAG",""
"a0Y7T000000ZkJFUA0","a0I1i00000H6ulSEAR","Programme Unit","Apoyo a alternativas de cuidado basados en la comunidad y familia para la niñez","a0i1i000006HZLeAAO",""
"a0Y7T000000aUg1UAE","a0I1i000004MMAEEA4","Country","Strengthen the delivery and management of lifesaving stabilization center","a0i7T000000I4qMQAS",""
"a0Y7T000000aWDYUA2","a0I1i000004MO4CEAW","Programme Unit","Des communautés sensibilisées pour une prise en charge adéquate des enfants.","a0i1i000002i5FEAAY",""
"a0Y7T000000aVDRUA2","a0I7T0000020qWIUAY","Programme Unit","Promoting educational resilience of schools on equitable access to education ami","a0i7T000000HbvSQAS",""
"a0Y7T000000ZsBxUAK","a0I1i000004MM98EAG","Country","Encuentreempleo","a0i7T000000HtVgQAK",""
"a0Y7T000000ZsIZUA0","a0I1i000004MM98EAG","Country","SOS Red de Mujeres Productoras","a0i7T000000HtVqQAK",""
"a0Y7T000000ZsJNUA0","a0I1i000004MM98EAG","Country","SOS Promotoras Productivas Comunitarias","a0i7T000000HtVvQAK",""
"a0Y7T000000ZsJwUAK","a0I1i000004MM98EAG","Country","SOS mujeres emprendedoras","a0i7T000000HtW0QAK",""
"a0Y7T000000Zkz6UAC","a0I7T000001clLnUAI","Programme Unit","Multi Country - DANIDA - strategic partnership SOS Kenya","a0i1i000002ieL3AAI",""
"a0Y7T000000ZsvMUAS","a0I1i000004MM8pEAG","Country","Limpoba 2","a0i7T000000HtngQAC",""
"a0Y7T000000aTUdUAM","a0I1i000007VW2IEAW","Programme Unit","Fortalecimiento en la protección de la niñez y adolescencia migrante.","a0i7T000000HuycQAC",""
"a0Y1i00000PsMf7EAF","a0I1i000004MOgREAW","Programme Unit","Adventure therapy trips for youngsters","a0i1i000006XuhhAAC",""
"a0Y1i00000PsjCmEAJ","a0I1i000004MMAQEA4","Country","Mental Health Innovation Supporting Care Professionals and Care Leavers","a0i1i000006XwUSAA0",""
"a0Y7T000000ZkzLUAS","a0I1i00000H7WbsEAF","Programme Unit","YOUNG WOMEN TECHNICAL SKILLS EMPOWERMENT PROJECT","a0i1i000006Xk5OAAS",""
"a0Y7T000000aAXDUA2","a0I1i000004MMA0EAO","Country","Fortalecimiento de cuidadores a través de capacidades para la autosuficiencia.","a0i7T000000I0D0QAK",""
"a0Y1i000004PdUcEAK","a0I1i000004MOf6EAG","Programme Unit","Relocation of CV Battonya - SOS Hungary","a0i1i000002i5bFAAQ",""
"a0Y7T000000Zq3ZUAS","a0I1i000005ML3rEAG","Programme Unit","Strengthening the fight against sexual exploitation of children in Ogou, Togo","a0i1i000002i5FmAAI",""
"a0Y1i00000PsVWuEAN","a0I1i000004MLc4EAG","Country","Enhancing Specialist Services for Separated Children in 5 Districts in Zimbabwe","a0i1i000006XvDIAA0",""
"a0Y7T000000Zot9UAC","a0I1i00000AaamkEAB","Programme Unit","Projet d’appui à la protection et la promotion des droits des - Burkina Faso","a0i1i000002iTfYAAU",""
"a0Y7T000000ZotAUAS","a0I1i00000GD5eXEAT","Programme Unit","Cape Verde BMZ Project: Empowerment of families, headed by women","a0i1i000002iQkcAAE",""
"a0Y7T000000ZotJUAS","a0I1i00000FK6lREAT","Programme Unit","Projet d’appui à la protection et la promotion des droits - Ivory Coast","a0i1i000002iTfcAAE",""
"a0Y7T000000ZotKUAS","a0I1i00000FK6oGEAT","Programme Unit","Projet d’appui à la protection et la promotion des droits - Ivory Coast","a0i1i000002iTfcAAE",""
"a0Y7T000000ZotLUAS","a0I1i00000FK6oyEAD","Programme Unit","Projet d’appui à la protection et la promotion des droits - Ivory Coast","a0i1i000002iTfcAAE",""
"a0Y7T000000ZnhbUAC","a0I1i00000FKAA8EAP","Programme Unit","ECONOMIC EMPOWERMENT OF YOUTH AFFECTED FORM NK CONFLICT","a0i1i000002iUZ2AAM",""
"a0Y7T000000p2JpUAI","a0I1i000004MM9rEAG","Country","Juntándonos para prevenir y responder a la violencia contra las NNA en Nicaragua","a0i7T000000xFdYQAU",""
"a0Y7T000000ZxIcUAK","a0I1i000004MM8UEAW","Country","Projet d'assainissement et de promotion de l'économie locale circulaire","a0i7T000000HueLQAS",""
"a0Y7T000000p4xdUAA","a0I1i000004MMAPEA4","Country","Family Strengthening program Aleppo","a0i7T000000xKI8QAM",""
"a0Y7T000000ZowXUAS","a0I1i000004MNtoEAG","Programme Unit","Strengthening the economic and social resilience of vulnerable youth","a0i1i000002i5AqAAI",""
"a0Y7T000000ZoLVUA0","a0I7T000001eyJCUAY","Programme Unit","Madagascar ER 2021","a0i1i000006HYbgAAG",""
"a0Y7T000000ZowrUAC","a0I1i00000FK7A6EAL","Programme Unit","Projet de Renforcement Familial Kantché","a0i1i000002iIxJAAU",""
"a0Y7T000000ZowwUAC","a0I1i00000GD87hEAD","Programme Unit","Joining Forces to Protect Children from Violence during COVID-19 - Senegal","a0i1i000002iI7XAAU",""
"a0Y7T000000ZoxuUAC","a0I1i00000IL90cEAD","Programme Unit","Children4Change au Sénégal","a0i1i000002iSjJAAU",""
"a0Y1i00000PsMeIEAV","a0I1i000004MM9VEAW","Country","Loving family for every child - 2022","a0i1i000006XuhcAAC",""
"a0Y7T000000ZpWkUAK","a0I1i000004MM9pEAG","Country","Promoting educational resilience of schools on equitable access to education ami","a0i7T000000HbvSQAS",""
"a0Y7T000000aELGUA2","a0I1i000004MOKvEAO","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y7T000000aEJeUAM","a0I1i000004MM8tEAG","Country","Atención a mujeres víctimas de VBG para prevenir la pérdida de cuidado familiar","a0i7T000000I0uCQAS",""
"a0Y7T000000aELBUA2","a0I1i000004MOKnEAO","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y7T000000aVMIUA2","a0I1i000004MM96EAG","Country","Expanding Reproductive Health Service to Women and Girls in ASE Municipal","a0i1i000002i5QjAAI",""
"a0Y7T000000ZkX2UAK","a0I1i000004MM8OEAW","Country","EU Children's participation","a0i7T000000HPKUQA4",""
"a0Y7T000000ZkX7UAK","a0I1i000004MM9LEAW","Country","Prevent and combat gender-based violence","a0i7T000000HPKtQAO",""
"a0Y7T000000aCGTUA2","a0I1i000004MOBYEA4","Programme Unit","Rutas  Patrimoniales","a0i1i000006HYmeAAG",""
"a0Y1i00000Psd58EAB","a0I1i000006yYyREAU","Programme Unit","Community Driven Approach towards Ensured Family Care of Children in Vyas","a0i1i000002i5XfAAI",""
"a0Y7T000000aVMMUA2","a0I1i000004MMAQEA4","Country","Promoting Women Participation and Leadership and Eliminating GBV in Tanzania","a0i7T000000I676QAC",""
"a0Y7T000000ZkDNUA0","a0I1i00000H6onuEAB","Programme Unit","Uburumbuke Iwacu - Strengthening community-based child care","a0i1i000002iZ2WAAU",""
"a0Y7T000000ZkDDUA0","a0I1i00000H7OxdEAF","Programme Unit","Project Child Labour in Lake Volta, Ghana","a0i1i000006XhH8AAK",""
"a0Y7T000000ZkDSUA0","a0I1i00000HNp94EAD","Programme Unit","Expansion of Family Strengthening Programme Ngabu , Malawi","a0i1i000002iU3KAAU",""
"a0Y7T000000aMhsUAE","a0I1i000004MOcnEAG","Programme Unit","Pathways to Freedom: Empowering Young People","a0i1i000002i5DfAAI",""
"a0Y7T000000aMguUAE","a0I1i000004MM9QEAW","Country","Strengthening Kenyan CSOs","a0i7T000000I2LaQAK",""
"a0Y7T000000a2OqUAI","a0I1i000004MOqeEAG","Programme Unit","Educare project in Sheik, Somaliland","a0i1i000002i577AAA",""
"a0Y7T000000ZrImUAK","a0I1i000004MOc9EAG","Programme Unit","FSP Tavush III","a0i1i000002iRyfAAE",""
"a0Y7T000000ZmWjUAK","a0I1i000004MLc4EAG","Country","Trachoma Elimination","a0i7T000000HQg7QAG",""
"a0Y7T000000ZnSgUAK","a0I1i000004MM96EAG","Country","Let's End Child Marriage in Tolon","a0i7T000000HSMNQA4",""
"a0Y7T000000ZoRTUA0","a0I1i00000GD5dyEAD","Programme Unit","Educare Project in Nekemte, Oromia Regional State","a0i1i000002iB2FAAU",""
"a0Y7T000000a1JLUAY","a0I1i000004MOhLEAW","Programme Unit","Local Development, Poverty Reduction and Enchanced Roma Inclusion","a0i1i000002iHFoAAM",""
"a0Y7T000000Zox1UAC","a0I1i00000GD87rEAD","Programme Unit","Joining Forces to Protect Children from Violence during COVID-19 - Senegal","a0i1i000002iI7XAAU",""
"a0Y7T000000Zz81UAC","a0I1i000004MMAIEA4","Country","Agricultural Support in South Sudan","a0i7T000000HuyrQAC",""
"a0Y7T000000ZmW5UAK","a0I1i000004MLc4EAG","Country","UEFA","a0i7T000000HQg2QAG",""
"a0Y7T000000aU6cUAE","a0I1i000004MM8vEAG","Country","Un espacio para Transformar vidas","a0i7T000000I3eJQAS",""
"a0Y7T000000aCOrUAM","a0I1i000004MOB9EAO","Programme Unit","Aldeas Deportivas","a0i7T000000I0Z4QAK",""
"a0Y7T000000aXj8UAE","a0I1i000004MMAdEAO","Country","Ruta por la equidad","a0i7T000000IAghQAG",""
"a0Y7T000000Zq5LUAS","a0I1i000004MNqNEAW","Programme Unit","GREEN+- Socio-economic Empowerment with Special Focus on Green Economy Ethiopia","a0i1i000002iZarAAE",""
"a0Y7T000000Zq5QUAS","a0I1i000004MNqMEAW","Programme Unit","GREEN+- Socio-economic Empowerment with Special Focus on Green Economy Ethiopia","a0i1i000002iZarAAE",""
"a0Y7T000000a0sKUAQ","a0I1i000004MNsvEAG","Programme Unit","CSI (III) - Cost effective Sustainable and Innovative Responses for Children","a0i1i000006XfvmAAC",""
"a0Y7T000000aLPeUAM","a0I1i000004MOqkEAG","Programme Unit","The Next Economy Phase II Somaliland (Iceland)","a0i1i000006HURcAAO",""
"a0Y1i000004PdSWEA0","a0I1i000004MO5REAW","Programme Unit","Humanitarian support to vulnerable children and families","a0i1i000002i5BUAAY",""
"a0Y7T000000aPxmUAE","a0I1i000004MNqqEAG","Programme Unit","EduCare 4.0 Debre Tabor and Gondar SOS USA+SOS Ethiopia","a0i1i000002iD8NAAU",""
"a0Y7T000000ZljmUAC","a0I1i000004MMAWEA4","Country","My Life My Responsibility","a0i7T000000HQ0SQAW",""
"a0Y7T000000ZlkBUAS","a0I1i00000IL90DEAT","Programme Unit","My Life My Responsibility","a0i7T000000HQ0SQAW",""
"a0Y7T000000ZmT3UAK","a0I1i000004MLc4EAG","Country","Box Impact Fund","a0i7T000000HQfxQAG",""
"a0Y7T000000ZnmoUAC","a0I1i000004MM8vEAG","Country","Emprendiendo hacia el Éxito","a0i7T000000HVU0QAO",""
"a0Y7T000000ZoFRUA0","a0I1i000004MOQHEA4","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Niger","a0i1i000002iTjyAAE",""
"a0Y7T000000aG1rUAE","a0I1i000004MM8rEAG","Country","Djibouti Early Childhood Education Activity","a0i7T000000I1FEQA0",""
"a0Y7T000000ZoRUUA0","a0I1i00000HKjPUEA1","Programme Unit","Health, nutrition & WASH support for communities in Tigray, Ethiopia","a0i1i000002iXdWAAU",""
"a0Y7T000000ZoS7UAK","a0I1i00000GsE8uEAF","Programme Unit","DRA Acute Crisis Mechanism - Madagascar Drought","a0i1i000006HZ1yAAG",""
"a0Y7T000000ZoRxUAK","a0I1i000004MNrEEAW","Programme Unit","EduCare 3.0:  Education & Empowerment in Debre Markos and Woldiya, Ethiopia","a0i1i000002i5VeAAI",""
"a0Y7T000000ZoRVUA0","a0I1i00000GD7ZUEA1","Programme Unit","DRA response in Tigray, Ethiopia","a0i1i000002iVMTAA2",""
"a0Y7T000000ZoRWUA0","a0I1i00000GD5eNEAT","Programme Unit","ARADA-Children and young people in Hosaena town grow up in a caring family","a0i1i000006HYMIAA4",""
"a0Y7T000000ZoRZUA0","a0I1i000004MNrFEAW","Programme Unit","EduCare 3.0:  Education & Empowerment in Debre Markos and Woldiya, Ethiopia","a0i1i000002i5VeAAI",""
"a0Y7T000000ZoRdUAK","a0I1i00000GD5eIEAT","Programme Unit","""Together for Inclusion"" TOFI Ethiopia","a0i1i000002iHv2AAE",""
"a0Y7T000000ZoRJUA0","a0I1i00000GD7ZFEA1","Programme Unit","Joining Forces to Protect Children from Violence during COVID-19 ETH","a0i1i000002iLkrAAE",""
"a0Y7T000000ZoRAUA0","a0I1i00000GD5e8EAD","Programme Unit","""Together for Inclusion"" TOFI Ethiopia","a0i1i000002iHv2AAE",""
"a0Y7T000000ZoRaUAK","a0I1i000004MNwKEAW","Programme Unit","QUAPEM - Qualité de l’Accueil en Protection de l’Enfance à Madagascar","a0i1i000002i5S8AAI",""
"a0Y7T000000ZoS2UAK","a0I1i000004MOPmEAO","Programme Unit","No business as usual","a0i1i000002i5K9AAI",""
"a0Y7T000000ZoTtUAK","a0I1i000004MO0fEAG","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Senegal","a0i1i000002iTjjAAE",""
"a0Y7T000000ZoT0UAK","a0I1i00000FK7SREA1","Programme Unit","Kura Umenye – Child Protection, Education and Care Project (Pro-EduCare Project","a0i1i000002ibGeAAI",""
"a0Y7T000000ZoT5UAK","a0I1i000004MOReEAO","Programme Unit","Community action for quality alternative care and protection II - Rwanda","a0i1i000002i7bHAAQ",""
"a0Y7T000000ZoTFUA0","a0I1i000004MNsMEAW","Programme Unit","Sustainable socio-economic integration of vulnerable target groups in Heliwa","a0i1i000002i59IAAQ",""
"a0Y7T000000ZoSJUA0","a0I1i00000GEy8qEAD","Programme Unit","YouthCan! ESAF BMZ project Rwanda","a0i1i000002iI6AAAU",""
"a0Y7T000000ZoTUUA0","a0I1i000004MNzlEAG","Programme Unit","IMAJ – Innovation pour une Meilleure Autonomie des Jeunes","a0i1i000002i5EnAAI",""
"a0Y7T000000ZoTeUAK","a0I1i000004MNtpEAG","Programme Unit","Youth Training and Employment Programme, The Gambia","a0i1i000002i5WSAAY",""
"a0Y7T000000ZoToUAK","a0I1i00000GD5ecEAD","Programme Unit","Sustainable waste management to reduce Child Rights violations-Bakoteh Dumpsite","a0i1i000002i5KaAAI",""
"a0Y7T000000ZoTyUAK","a0I1i00000FJzZkEAL","Programme Unit","Projet d’appui à la protection et la promotion des droits des enfants - Togo","a0i1i000002iTfXAAU",""
"a0Y7T000000ZoTjUAK","a0I1i000004MO0PEAW","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Senegal","a0i1i000002iTjjAAE",""
"a0Y7T000000ZoTZUA0","a0I1i000004MO0NEAW","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Senegal","a0i1i000002iTjjAAE",""
"a0Y7T000000ZoTaUAK","a0I1i000004MO0aEAG","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Senegal","a0i1i000002iTjjAAE",""
"a0Y7T000000ZoU3UAK","a0I1i00000FJzXnEAL","Programme Unit","Projet d’appui à la protection et la promotion des droits des enfants - Togo","a0i1i000002iTfXAAU",""
"a0Y7T000000ZoU8UAK","a0I1i00000FJz8BEAT","Programme Unit","Projet d’appui à la protection et la promotion des droits des enfants - Togo","a0i1i000002iTfXAAU",""
"a0Y7T000000ZoUcUAK","a0I1i000004MOccEAG","Programme Unit","Youth Employment Enabling Prospects YEEP! - Bosnia and Herzegovina","a0i1i000002iSqPAAU",""
"a0Y7T000000ZoUIUA0","a0I1i00000GD5fYEAT","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Benin","a0i1i000002iTjeAAE",""
"a0Y7T000000ZoUNUA0","a0I1i00000GD5fdEAD","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Benin","a0i1i000002iTjeAAE",""
"a0Y7T000000ZoUhUAK","a0I1i000004MOiZEAW","Programme Unit","Youth Employment Enabling Prospects - YEEP! - Kosovo","a0i1i000002iSr3AAE",""
"a0Y7T000000ZoWJUA0","a0I1i00000GZkkCEAT","Programme Unit","Regional Health Project: Ukraine","a0i1i000002iXpSAAU",""
"a0Y7T000000ZoWxUAK","a0I1i000004MNu5EAG","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Guinea","a0i1i000002iTjfAAE",""
"a0Y7T000000ZoWnUAK","a0I1i000004MNuAEAW","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Guinea","a0i1i000002iTjfAAE",""
"a0Y7T000000ZoX2UAK","a0I1i000004MNu7EAG","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Guinea","a0i1i000002iTjfAAE",""
"a0Y7T000000ZoX7UAK","a0I1i000004MNu3EAG","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Guinea","a0i1i000002iTjfAAE",""
"a0Y7T000000ZoXbUAK","a0I1i00000GY2XOEA1","Programme Unit","Youth and young parents empowerment","a0i1i000002iVm2AAE",""
"a0Y7T000000ZoXRUA0","a0I1i00000H6En4EAF","Programme Unit","Regional Health Project: Albania","a0i1i000002iXphAAE",""
"a0Y7T000000ZoXWUA0","a0I1i000004MObsEAG","Programme Unit","Youth Employment Enabling Prospects - YEEP! - Albania","a0i1i000002iSqkAAE",""
"a0Y7T000000ZoXMUA0","a0I1i00000H6EmzEAF","Programme Unit","Regional Health Project: Albania","a0i1i000002iXphAAE",""
"a0Y7T000000ZoXSUA0","a0I1i00000FK0nmEAD","Programme Unit","Strengthening local structures in the Guria and Kakheti regions","a0i1i000002i5HtAAI",""
"a0Y7T000000ZoXqUAK","a0I1i000004MOg7EAG","Programme Unit","Youth Employment Enabling Prospects - YEEP! - North Macedonia","a0i1i000002iSqjAAE",""
"a0Y7T000000ZoXTUA0","a0I1i000004MO4ZEAW","Programme Unit","DEPARE : Droits de l’Enfant via une PArentalité REsponsable","a0i1i000002i5BdAAI",""
"a0Y7T000000ZoY0UAK","a0I1i000004MOinEAG","Programme Unit","Youth Employment Enabling Prospects - YEEP! - Serbia","a0i1i000002iSqeAAE",""
"a0Y7T000000ZoXvUAK","a0I1i00000GC66mEAD","Programme Unit","Promote child protection and gender equality in West Bank and Gaza","a0i1i000002iPLHAA2",""
"a0Y7T000000ZoXrUAK","a0I1i000004MO47EAG","Programme Unit","DEPARE : Droits de l’Enfant via une PArentalité REsponsable","a0i1i000002i5BdAAI",""
"a0Y7T000000ZoXwUAK","a0I1i000004MO4dEAG","Programme Unit","DEPARE : Droits de l’Enfant via une PArentalité REsponsable","a0i1i000002i5BdAAI",""
"a0Y7T000000p4tgUAA","a0I1i000004MM8LEAW","Country","Test Grant project","a0i7T000000xJreQAE",""
"a0Y7T000000Zp2GUAS","a0I1i00000GZ6sMEAT","Programme Unit","Complex Crisis in Ethiopia - DERF","a0i1i000006HYihAAG",""
"a0Y7T000000Zp2BUAS","a0I1i000004MNqoEAG","Programme Unit","Educare Programme in Hawassa-Dara II","a0i1i000002i5WkAAI",""
"a0Y7T000000Zp2pUAC","a0I1i000004MNxeEAG","Programme Unit","ZAMBIA - Norad framework programme 2020-2024","a0i1i000002iCIaAAM",""
"a0Y7T000000Zp2gUAC","a0I1i000004MNvXEAW","Programme Unit","Community action for quality alternative care and protection II - Zanzibar","a0i1i000002iACAAA2",""
"a0Y7T000000Zp3EUAS","a0I1i000004MNsyEAG","Programme Unit","GREEN+- Socio-economic Empowerment with Special Focus on Green Economy Uganda","a0i1i000002iZasAAE",""
"a0Y7T000000Zp3TUAS","a0I1i000004MOYaEAO","Programme Unit","Youth development project in Leribe, Lesotho","a0i1i000006HYl2AAG",""
"a0Y7T000000Zp39UAC","a0I1i000004MNt0EAG","Programme Unit","GREEN+- Socio-economic Empowerment with Special Focus on Green Economy Uganda","a0i1i000002iZasAAE",""
"a0Y7T000000Zp3AUAS","a0I1i000004MNskEAG","Programme Unit","Community action for quality alternative care and protection II - Tanzania","a0i1i000002iAC5AAM",""
"a0Y7T000000Zp2uUAC","a0I1i00000GEwNBEA1","Programme Unit","YouthCan! ESAF BMZ project Uganda","a0i1i000002iI6BAAU",""
"a0Y7T000000Zp2kUAC","a0I1i000004MNxqEAG","Programme Unit","ZAMBIA - Norad framework programme 2020-2024","a0i1i000002iCIaAAM",""
"a0Y7T000000Zp2lUAC","a0I1i000004MNy3EAG","Programme Unit","Effective inclusion for children with disabilities in quality education & health","a0i1i000002i59OAAQ",""
"a0Y7T000000Zp2fUAC","a0I1i000004MNxjEAG","Programme Unit","ZAMBIA - Norad framework programme 2020-2024","a0i1i000002iCIaAAM",""
"a0Y7T000000Zp3FUAS","a0I1i000004MNryEAG","Programme Unit","No child is born to grow up alone","a0i1i000002i5bnAAA",""
"a0Y7T000000Zp3GUAS","a0I1i000006VmKEEA0","Programme Unit","DRA joint response in Zimbabwe acute crisis","a0i1i000002iCFHAA2",""
"a0Y7T000000a44sUAA","a0I1i000004MM9oEAG","Country","NAMIBIA in the field of gender based violence and youth employment","a0i7T000000Hz5eQAC",""
"a0Y7T000000Zp6SUAS","a0I1i00000GsDNNEA3","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Uzbekistan","a0i1i000002iTjtAAE",""
"a0Y7T000000Zp6NUAS","a0I1i000004MObaEAG","Programme Unit","MFA Luxembourg Framework Agreement 22-26 Uzbekistan","a0i1i000002iTjtAAE",""
"a0Y7T000000Zp7aUAC","a0I1i000004MNsFEAW","Programme Unit","PRO Children - Promozione e protezione della salute materno infantile ..","a0i1i000002iJMiAAM",""
"a0Y7T000000Zp7VUAS","a0I1i00000FJxpbEAD","Programme Unit","Soutien aux parents, enfants et jeunes de Madagascar fragilisés par la pandémie","a0i1i000002iM8eAAE",""
"a0Y7T000000aVuyUAE","a0I1i000004MMA9EAO","Country","Protéger les Talibés à Kaffrine","a0i7T000000I7F8QAK",""
"a0Y7T000000aVG0UAM","a0I1i000004MMA9EAO","Country","DJYO BALURAN ANIN FIRIUN : El agua, fuente de vida y prosperidad","a0i7T000000I5mfQAC",""
"a0Y7T000000ZqGEUA0","a0I1i000004MMA6EAO","Country","Safe Behaviours - Romania","a0i7T000000HdJKQA0",""
"a0Y7T000000ZqG4UAK","a0I1i000004MM91EAG","Country","Safe Behaviours - France","a0i7T000000HdJAQA0",""
"a0Y7T000000ZqG9UAK","a0I1i000004MMAJEA4","Country","Safe Behaviours - Spain","a0i7T000000HdJFQA0",""
"a0Y7T000000ZqGAUA0","a0I1i000004MM8SEAW","Country","Safe Behaviours - Belgium","a0i7T000000HdJGQA0",""
